R2i_Group:Group:A	R2i_Group:Group:B	R2i_Group:Group:C	R2i_Group:Group:D	R2i_Group:Group:E
9.615497509e-01	8.750842343e-01	8.282942556e-01	8.462290013e-01	9.506996569e-01
