E2i_Group:Group:A	E2i_Group:Group:B	E2i_Group:Group:C	E2i_Group:Group:D	E2i_Group:Group:E
0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00
