	Group:Group:A	Group:Group:B	Group:Group:C	Group:Group:D	Group:Group:E
Group:Group:A	1.028724461e-01	3.307299235e-03	8.957435519e-03	7.247088363e-03	2.119587478e-11
Group:Group:B	1.452720845e-17	8.435301458e-02	8.367123425e-02	2.657366287e-02	1.401635140e-09
Group:Group:C	5.430823186e-16	6.915850278e-02	5.273642297e-02	5.021065462e-02	3.340204728e-13
Group:Group:D	7.878551729e-15	6.081751967e-03	1.439046775e-01	2.042677015e-01	6.779560399e-11
Group:Group:E	1.044011793e-15	6.959405018e-04	1.186037923e-02	1.586212248e-02	1.428956792e-01
