	Group:Group:A	Group:Group:B	Group:Group:C	Group:Group:D	Group:Group:E
Group:Group:A	9.581428343e-01	-1.223201377e-03	2.114288367e-02	-1.935455751e-02	4.129204090e-02
Group:Group:B	-2.596921597e-03	8.714145642e-01	7.711711718e-02	4.201308890e-02	1.205215130e-02
Group:Group:C	2.141187432e-02	7.715492778e-02	8.215509258e-01	1.069396511e-01	-2.705737909e-02
Group:Group:D	-1.927536291e-02	4.199533184e-02	1.079699041e-01	8.409442172e-01	2.836590980e-02
Group:Group:E	4.231757586e-02	1.065837754e-02	-2.778083075e-02	2.945760026e-02	9.453472771e-01
